R_H (m^2/C),N,R (cm),d (mm),z (cm),R_m (ohms),L_s (H),L_m (H),C (nF),h_s (mm),w_s (mm),R_s (ohm),Alpha 1,Alpha 2,Geo
1520,1,2.5,0.30226,2.75,50,1.00E-04,0.021,0.1,10,10,50,0,0,1
